sample_index,sequence_id,category,parameter_group,left,right,cosine
2,phase8_train_0006,temporally_separated,late_mobile,guidance,total,0.6122116446495056
2,phase8_train_0006,temporally_separated,late_mobile,dynamic_raw,dynamic_weighted,0.9999998211860657
2,phase8_train_0006,temporally_separated,late_mobile,dynamic_raw,score,-0.03265167772769928
2,phase8_train_0006,temporally_separated,late_mobile,dynamic_raw,total,-0.14311113953590393
2,phase8_train_0006,temporally_separated,late_mobile,dynamic_weighted,score,-0.032664306461811066
2,phase8_train_0006,temporally_separated,late_mobile,dynamic_weighted,total,-0.14312702417373657
2,phase8_train_0006,temporally_separated,late_mobile,score,total,0.3347778618335724
2,phase8_train_0006,temporally_separated,output_1x1,smooth,static,0.5013455748558044
2,phase8_train_0006,temporally_separated,output_1x1,smooth,guidance,0.38805830478668213
2,phase8_train_0006,temporally_separated,output_1x1,smooth,dynamic_raw,-0.2889765501022339
2,phase8_train_0006,temporally_separated,output_1x1,smooth,dynamic_weighted,-0.2889750301837921
2,phase8_train_0006,temporally_separated,output_1x1,smooth,score,-0.13244542479515076
2,phase8_train_0006,temporally_separated,output_1x1,smooth,total,0.5212721228599548
2,phase8_train_0006,temporally_separated,output_1x1,static,guidance,0.4531770944595337
2,phase8_train_0006,temporally_separated,output_1x1,static,dynamic_raw,-0.2606627643108368
2,phase8_train_0006,temporally_separated,output_1x1,static,dynamic_weighted,-0.26068300008773804
2,phase8_train_0006,temporally_separated,output_1x1,static,score,-0.17103928327560425
2,phase8_train_0006,temporally_separated,output_1x1,static,total,0.8183488845825195
2,phase8_train_0006,temporally_separated,output_1x1,guidance,dynamic_raw,-0.029640190303325653
2,phase8_train_0006,temporally_separated,output_1x1,guidance,dynamic_weighted,-0.029617873951792717
2,phase8_train_0006,temporally_separated,output_1x1,guidance,score,-0.23944637179374695
2,phase8_train_0006,temporally_separated,output_1x1,guidance,total,0.5759851932525635
2,phase8_train_0006,temporally_separated,output_1x1,dynamic_raw,dynamic_weighted,1.0
2,phase8_train_0006,temporally_separated,output_1x1,dynamic_raw,score,-0.028895551338791847
2,phase8_train_0006,temporally_separated,output_1x1,dynamic_raw,total,-0.21367457509040833
2,phase8_train_0006,temporally_separated,output_1x1,dynamic_weighted,score,-0.02890091761946678
2,phase8_train_0006,temporally_separated,output_1x1,dynamic_weighted,total,-0.21368399262428284
