sample_index,sequence_id,frame_index,category,component,parameter_group,gradient_norm,max_abs_gradient,finite,component_total_norm_ratio
5,phase8_train_0002,3,visible_high_risk,dynamic_raw,output_1x1,2.7430779933929443,0.09083403646945953,True,0.13081503866019822
5,phase8_train_0002,3,visible_high_risk,dynamic_raw,trajectory_output_branch,5.1020379066467285,1.0500892400741577,True,0.24331181527151735
5,phase8_train_0002,3,visible_high_risk,dynamic_raw,score_output_branch,0.0,0.0,True,0.0
5,phase8_train_0002,3,visible_high_risk,dynamic_raw,shared_head_trunk,2.936249256134033,0.17631909251213074,True,0.1400272106306563
5,phase8_train_0002,3,visible_high_risk,dynamic_raw,all,7.791111946105957,1.0500892400741577,True,0.37155145165053416
5,phase8_train_0002,3,visible_high_risk,dynamic_weighted,late_mobile,0.4304526448249817,0.035084985196590424,True,0.020527917729570085
5,phase8_train_0002,3,visible_high_risk,dynamic_weighted,output_1x1,0.2743259370326996,0.009082176722586155,True,0.013082368837074131
5,phase8_train_0002,3,visible_high_risk,dynamic_weighted,trajectory_output_branch,0.5102037787437439,0.10500892251729965,True,0.02433118095865285
5,phase8_train_0002,3,visible_high_risk,dynamic_weighted,score_output_branch,0.0,0.0,True,0.0
5,phase8_train_0002,3,visible_high_risk,dynamic_weighted,shared_head_trunk,0.2936370074748993,0.017629532143473625,True,0.014003297236686097
5,phase8_train_0002,3,visible_high_risk,dynamic_weighted,all,0.7791500687599182,0.10500892251729965,True,0.037156999039919085
5,phase8_train_0002,3,visible_high_risk,score,late_mobile,5.636613368988037,0.3074643909931183,True,0.26880526093416646
5,phase8_train_0002,3,visible_high_risk,score,output_1x1,4.341106414794922,0.1343005895614624,True,0.20702364455084724
5,phase8_train_0002,3,visible_high_risk,score,trajectory_output_branch,0.0,0.0,True,0.0
5,phase8_train_0002,3,visible_high_risk,score,score_output_branch,1.0077606439590454,0.2659251391887665,True,0.04805924144966306
5,phase8_train_0002,3,visible_high_risk,score,shared_head_trunk,6.720887660980225,0.5517562627792358,True,0.32051337268558416
5,phase8_train_0002,3,visible_high_risk,score,all,9.838827133178711,0.5517562627792358,True,0.46920523401005926
5,phase8_train_0002,3,visible_high_risk,total,late_mobile,11.121164321899414,0.6123059988021851,True,0.5303587955646172
5,phase8_train_0002,3,visible_high_risk,total,output_1x1,7.691371440887451,0.23141373693943024,True,0.36679491243525364
5,phase8_train_0002,3,visible_high_risk,total,trajectory_output_branch,10.508247375488281,2.043975353240967,True,0.5011293116660974
5,phase8_train_0002,3,visible_high_risk,total,score_output_branch,1.0077606439590454,0.2659251391887665,True,0.04805924144966306
5,phase8_train_0002,3,visible_high_risk,total,shared_head_trunk,12.05936336517334,0.898406445980072,True,0.5751007038925801
5,phase8_train_0002,3,visible_high_risk,total,all,20.969133377075195,2.043975353240967,True,1.0
6,phase8_train_0004,3,multi_target,smooth,late_mobile,1.1410149335861206,0.050559692084789276,True,0.06425610710231291
6,phase8_train_0004,3,multi_target,smooth,output_1x1,0.8404585123062134,0.028055859729647636,True,0.04733031145531673
6,phase8_train_0004,3,multi_target,smooth,trajectory_output_branch,1.6956089735031128,0.29074928164482117,True,0.09548799809536883
6,phase8_train_0004,3,multi_target,smooth,score_output_branch,0.0,0.0,True,0.0
6,phase8_train_0004,3,multi_target,smooth,shared_head_trunk,1.1632059812545776,0.06986072659492493,True,0.0655057930562166
6,phase8_train_0004,3,multi_target,smooth,all,2.4972832202911377,0.29074928164482117,True,0.1406341786987004
6,phase8_train_0004,3,multi_target,static,late_mobile,5.410393238067627,0.33375105261802673,True,0.30468558923962874
6,phase8_train_0004,3,multi_target,static,output_1x1,3.8249082565307617,0.12410657107830048,True,0.2153992093825749
6,phase8_train_0004,3,multi_target,static,trajectory_output_branch,7.14793062210083,1.430479884147644,True,0.4025347803030718
6,phase8_train_0004,3,multi_target,static,score_output_branch,0.0,0.0,True,0.0
6,phase8_train_0004,3,multi_target,static,shared_head_trunk,5.383563041687012,0.4289308786392212,True,0.30317465023132806
6,phase8_train_0004,3,multi_target,static,all,11.134537696838379,1.430479884147644,True,0.6270400375340806
6,phase8_train_0004,3,multi_target,guidance,late_mobile,3.8336379528045654,0.3324451744556427,True,0.21589082108916074
6,phase8_train_0004,3,multi_target,guidance,output_1x1,2.672191858291626,0.10283169895410538,True,0.1504841358251649
6,phase8_train_0004,3,multi_target,guidance,trajectory_output_branch,2.0956521034240723,0.5276568531990051,True,0.11801637475820197
6,phase8_train_0004,3,multi_target,guidance,score_output_branch,0.0,0.0,True,0.0
6,phase8_train_0004,3,multi_target,guidance,shared_head_trunk,4.019439697265625,0.2760798931121826,True,0.22635422208459152
6,phase8_train_0004,3,multi_target,guidance,all,6.510379791259766,0.5276568531990051,True,0.3666311884535441
6,phase8_train_0004,3,multi_target,dynamic_raw,late_mobile,10.351707458496094,1.8356561660766602,True,0.5829550548075557
6,phase8_train_0004,3,multi_target,dynamic_raw,output_1x1,5.8238301277160645,0.28741392493247986,True,0.32796823373386225
6,phase8_train_0004,3,multi_target,dynamic_raw,trajectory_output_branch,11.237969398498535,3.3970885276794434,True,0.6328647803170354
6,phase8_train_0004,3,multi_target,dynamic_raw,score_output_branch,0.0,0.0,True,0.0
6,phase8_train_0004,3,multi_target,dynamic_raw,shared_head_trunk,7.053501605987549,0.6007217764854431,True,0.3972170225819954
6,phase8_train_0004,3,multi_target,dynamic_raw,all,17.80782699584961,3.3970885276794434,True,1.002845453659793
6,phase8_train_0004,3,multi_target,dynamic_weighted,late_mobile,1.0347137451171875,0.18341995775699615,True,0.05826976954413987
6,phase8_train_0004,3,multi_target,dynamic_weighted,output_1x1,0.5821396708488464,0.028728201985359192,True,0.03278311960475788
6,phase8_train_0004,3,multi_target,dynamic_weighted,trajectory_output_branch,1.1237971782684326,0.33970898389816284,True,0.06328649145821472
6,phase8_train_0004,3,multi_target,dynamic_weighted,score_output_branch,0.0,0.0,True,0.0
6,phase8_train_0004,3,multi_target,dynamic_weighted,shared_head_trunk,0.7050668597221375,0.060044895857572556,True,0.039705748206298665
6,phase8_train_0004,3,multi_target,dynamic_weighted,all,1.7803254127502441,0.33970898389816284,True,0.10025879331755021
6,phase8_train_0004,3,multi_target,score,late_mobile,5.674038887023926,0.32563918828964233,True,0.3195327595594343
6,phase8_train_0004,3,multi_target,score,output_1x1,4.163898944854736,0.11408385634422302,True,0.23448942576315485
6,phase8_train_0004,3,multi_target,score,trajectory_output_branch,0.0,0.0,True,0.0
6,phase8_train_0004,3,multi_target,score,score_output_branch,1.2906532287597656,0.30496832728385925,True,0.07268296816982367
6,phase8_train_0004,3,multi_target,score,shared_head_trunk,6.820972919464111,0.6630966067314148,True,0.3841221999413745
6,phase8_train_0004,3,multi_target,score,all,9.8855562210083,0.6630966067314148,True,0.5567038086930537
6,phase8_train_0004,3,multi_target,total,late_mobile,9.282082557678223,0.5389174222946167,True,0.52271926808543
6,phase8_train_0004,3,multi_target,total,output_1x1,6.745704174041748,0.18857744336128235,True,0.3798834503641753
6,phase8_train_0004,3,multi_target,total,trajectory_output_branch,8.218331336975098,1.5776721239089966,True,0.46281425689255323
6,phase8_train_0004,3,multi_target,total,score_output_branch,1.2906532287597656,0.30496832728385925,True,0.07268296816982367
6,phase8_train_0004,3,multi_target,total,shared_head_trunk,10.69828987121582,0.8447434306144714,True,0.6024727981568945
6,phase8_train_0004,3,multi_target,total,all,17.757299423217773,1.5776721239089966,True,1.0
7,phase8_train_0007,5,occluded_but_tracked,smooth,late_mobile,0.747471272945404,0.05230319872498512,True,0.04856299920747024
7,phase8_train_0007,5,occluded_but_tracked,smooth,output_1x1,0.576623797416687,0.01639205776154995,True,0.037463086583396206
7,phase8_train_0007,5,occluded_but_tracked,smooth,trajectory_output_branch,1.2153023481369019,0.23236599564552307,True,0.07895785310497125
7,phase8_train_0007,5,occluded_but_tracked,smooth,score_output_branch,0.0,0.0,True,0.0
7,phase8_train_0007,5,occluded_but_tracked,smooth,shared_head_trunk,0.882999062538147,0.04551326856017113,True,0.05736820173070259
7,phase8_train_0007,5,occluded_but_tracked,smooth,all,1.7742197513580322,0.23236599564552307,True,0.11527056021773223
7,phase8_train_0007,5,occluded_but_tracked,static,late_mobile,3.885336399078369,0.18022076785564423,True,0.25242921741419183
7,phase8_train_0007,5,occluded_but_tracked,static,output_1x1,2.9219608306884766,0.08811306208372116,True,0.1898389766148886
7,phase8_train_0007,5,occluded_but_tracked,static,trajectory_output_branch,7.79161262512207,1.8262221813201904,True,0.5062188895202608
7,phase8_train_0007,5,occluded_but_tracked,static,score_output_branch,0.0,0.0,True,0.0
7,phase8_train_0007,5,occluded_but_tracked,static,shared_head_trunk,4.133113861083984,0.24673639237880707,True,0.2685272497085868
7,phase8_train_0007,5,occluded_but_tracked,static,all,10.071025848388672,1.8262221813201904,True,0.6543117280835409
7,phase8_train_0007,5,occluded_but_tracked,guidance,late_mobile,3.4675133228302,0.28675949573516846,True,0.22528336919885222
7,phase8_train_0007,5,occluded_but_tracked,guidance,output_1x1,2.2905588150024414,0.08013567328453064,True,0.14881696453604357
7,phase8_train_0007,5,occluded_but_tracked,guidance,trajectory_output_branch,2.257051944732666,0.6497905254364014,True,0.1466400325611946
7,phase8_train_0007,5,occluded_but_tracked,guidance,score_output_branch,0.0,0.0,True,0.0
7,phase8_train_0007,5,occluded_but_tracked,guidance,shared_head_trunk,3.3941330909729004,0.2750854790210724,True,0.2205158760917421
7,phase8_train_0007,5,occluded_but_tracked,guidance,all,5.821059226989746,0.6497905254364014,True,0.37819258727229793
7,phase8_train_0007,5,occluded_but_tracked,dynamic_raw,late_mobile,0.8038172721862793,0.04631809517741203,True,0.05222378299344271
7,phase8_train_0007,5,occluded_but_tracked,dynamic_raw,output_1x1,0.5119459629058838,0.021794088184833527,True,0.03326098579400782
7,phase8_train_0007,5,occluded_but_tracked,dynamic_raw,trajectory_output_branch,1.2751926183700562,0.22711530327796936,True,0.08284890718442386
7,phase8_train_0007,5,occluded_but_tracked,dynamic_raw,score_output_branch,0.0,0.0,True,0.0
7,phase8_train_0007,5,occluded_but_tracked,dynamic_raw,shared_head_trunk,0.6762036681175232,0.0406365729868412,True,0.043932762886632434
7,phase8_train_0007,5,occluded_but_tracked,dynamic_raw,all,1.7296180725097656,0.22711530327796936,True,0.11237280163762635
7,phase8_train_0007,5,occluded_but_tracked,dynamic_weighted,late_mobile,0.0803871899843216,0.004632624331861734,True,0.005222733213701055
7,phase8_train_0007,5,occluded_but_tracked,dynamic_weighted,output_1x1,0.05120246112346649,0.002179795643314719,True,0.003326609555389627
7,phase8_train_0007,5,occluded_but_tracked,dynamic_weighted,trajectory_output_branch,0.12751926481723785,0.022711526602506638,True,0.00828489091206724
7,phase8_train_0007,5,occluded_but_tracked,dynamic_weighted,score_output_branch,0.0,0.0,True,0.0
7,phase8_train_0007,5,occluded_but_tracked,dynamic_weighted,shared_head_trunk,0.06762818992137909,0.004063578322529793,True,0.0043937845539041365
7,phase8_train_0007,5,occluded_but_tracked,dynamic_weighted,all,0.1729697287082672,0.022711526602506638,True,0.011237794818623699
7,phase8_train_0007,5,occluded_but_tracked,score,late_mobile,3.7701072692871094,0.24309493601322174,True,0.24494281313181726
7,phase8_train_0007,5,occluded_but_tracked,score,output_1x1,2.7838869094848633,0.0954136773943901,True,0.18086835263416856
7,phase8_train_0007,5,occluded_but_tracked,score,trajectory_output_branch,0.0,0.0,True,0.0
7,phase8_train_0007,5,occluded_but_tracked,score,score_output_branch,1.001939058303833,0.24183504283428192,True,0.06509569993587765
7,phase8_train_0007,5,occluded_but_tracked,score,shared_head_trunk,4.375471115112305,0.44052988290786743,True,0.28427313260910825
7,phase8_train_0007,5,occluded_but_tracked,score,all,6.489404201507568,0.44052988290786743,True,0.42161477303728373
7,phase8_train_0007,5,occluded_but_tracked,total,late_mobile,7.606904029846191,0.445726603269577,True,0.49421842382925274
7,phase8_train_0007,5,occluded_but_tracked,total,output_1x1,5.4355058670043945,0.16104520857334137,True,0.35314329348255025
7,phase8_train_0007,5,occluded_but_tracked,total,trajectory_output_branch,8.889322280883789,2.0433573722839355,True,0.5775367783439058
7,phase8_train_0007,5,occluded_but_tracked,total,score_output_branch,1.001939058303833,0.24183504283428192,True,0.06509569993587765
7,phase8_train_0007,5,occluded_but_tracked,total,shared_head_trunk,8.335070610046387,0.5829857587814331,True,0.5415272025570624
7,phase8_train_0007,5,occluded_but_tracked,total,all,15.391785621643066,2.0433573722839355,True,1.0
8,phase8_train_0001,3,no_target,smooth,late_mobile,0.599457323551178,0.04235520586371422,True,0.03779678739981539
8,phase8_train_0001,3,no_target,smooth,output_1x1,0.44945138692855835,0.013750117272138596,True,0.028338662071313518
8,phase8_train_0001,3,no_target,smooth,trajectory_output_branch,1.0898915529251099,0.23787742853164673,True,0.0687194862692308
8,phase8_train_0001,3,no_target,smooth,score_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,smooth,shared_head_trunk,0.7276644110679626,0.03562237322330475,True,0.045880458813344675
8,phase8_train_0001,3,no_target,smooth,all,1.5095411539077759,0.23787742853164673,True,0.09517909586545092
8,phase8_train_0001,3,no_target,static,late_mobile,5.95894193649292,0.32336533069610596,True,0.37572126096852737
8,phase8_train_0001,3,no_target,static,output_1x1,4.008035182952881,0.15607447922229767,True,0.252713325451794
8,phase8_train_0001,3,no_target,static,trajectory_output_branch,6.870899200439453,1.58316969871521,True,0.43322169255706844
8,phase8_train_0001,3,no_target,static,score_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,static,shared_head_trunk,4.688604354858398,0.4220922887325287,True,0.2956243506253569
8,phase8_train_0001,3,no_target,static,all,10.989339828491211,1.58316969871521,True,0.6928962660781388
8,phase8_train_0001,3,no_target,guidance,late_mobile,3.3010733127593994,0.19289158284664154,True,0.20813819648483986
8,phase8_train_0001,3,no_target,guidance,output_1x1,2.2558376789093018,0.07535785436630249,True,0.14223434064184656
8,phase8_train_0001,3,no_target,guidance,trajectory_output_branch,1.77767014503479,0.5805315375328064,True,0.11208507745112677
8,phase8_train_0001,3,no_target,guidance,score_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,guidance,shared_head_trunk,3.172700881958008,0.22527164220809937,True,0.20004409990052568
8,phase8_train_0001,3,no_target,guidance,all,5.404815673828125,0.5805315375328064,True,0.34078267281595903
8,phase8_train_0001,3,no_target,dynamic_raw,late_mobile,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_raw,output_1x1,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_raw,trajectory_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_raw,score_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_raw,shared_head_trunk,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_raw,all,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_weighted,late_mobile,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_weighted,output_1x1,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_weighted,trajectory_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_weighted,score_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_weighted,shared_head_trunk,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,dynamic_weighted,all,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,score,late_mobile,3.6722817420959473,0.18218278884887695,True,0.23154350914585878
8,phase8_train_0001,3,no_target,score,output_1x1,2.4930789470672607,0.08279617130756378,True,0.15719279960587892
8,phase8_train_0001,3,no_target,score,trajectory_output_branch,0.0,0.0,True,0.0
8,phase8_train_0001,3,no_target,score,score_output_branch,0.7601056098937988,0.24212898313999176,True,0.04792593068739141
8,phase8_train_0001,3,no_target,score,shared_head_trunk,3.712224245071411,0.3047301471233368,True,0.2340619507994475
8,phase8_train_0001,3,no_target,score,all,5.836048603057861,0.3047301471233368,True,0.3679726306420468
8,phase8_train_0001,3,no_target,total,late_mobile,9.322839736938477,0.47265124320983887,True,0.5878206465343666
8,phase8_train_0001,3,no_target,total,output_1x1,5.931782245635986,0.1547284573316574,True,0.3740087970101542
8,phase8_train_0001,3,no_target,total,trajectory_output_branch,7.824714660644531,1.821047067642212,True,0.49336135346647525
8,phase8_train_0001,3,no_target,total,score_output_branch,0.7601056098937988,0.24212898313999176,True,0.04792593068739141
8,phase8_train_0001,3,no_target,total,shared_head_trunk,8.22402286529541,0.48805928230285645,True,0.5185384039840718
8,phase8_train_0001,3,no_target,total,all,15.860007286071777,1.821047067642212,True,1.0
9,phase8_train_0001,23,no_target,smooth,late_mobile,0.6142913103103638,0.04558534920215607,True,0.039656797499864706
9,phase8_train_0001,23,no_target,smooth,output_1x1,0.47178947925567627,0.014716126956045628,True,0.030457308328122254
9,phase8_train_0001,23,no_target,smooth,trajectory_output_branch,1.0769562721252441,0.23721952736377716,True,0.06952505445389084
9,phase8_train_0001,23,no_target,smooth,score_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,smooth,shared_head_trunk,0.782810389995575,0.04163064807653427,True,0.050535881911075914
9,phase8_train_0001,23,no_target,smooth,all,1.540313482284546,0.23721952736377716,True,0.09943800087682785
9,phase8_train_0001,23,no_target,static,late_mobile,5.687447547912598,0.28504809737205505,True,0.3671644900604526
9,phase8_train_0001,23,no_target,static,output_1x1,3.1963050365448,0.11560908704996109,True,0.2063438297995997
9,phase8_train_0001,23,no_target,static,trajectory_output_branch,5.74207067489624,1.3899343013763428,True,0.3706907946804956
9,phase8_train_0001,23,no_target,static,score_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,static,shared_head_trunk,4.071229934692383,0.2927948236465454,True,0.2628263470207831
9,phase8_train_0001,23,no_target,static,all,9.597380638122559,1.3899343013763428,True,0.6195779984301814
9,phase8_train_0001,23,no_target,guidance,late_mobile,3.598966598510742,0.20538747310638428,True,0.23233844791619787
9,phase8_train_0001,23,no_target,guidance,output_1x1,2.5656237602233887,0.08980657160282135,True,0.16562894544058446
9,phase8_train_0001,23,no_target,guidance,trajectory_output_branch,1.6816269159317017,0.5623839497566223,True,0.10856077068993891
9,phase8_train_0001,23,no_target,guidance,score_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,guidance,shared_head_trunk,3.979886531829834,0.27301445603370667,True,0.2569294919465375
9,phase8_train_0001,23,no_target,guidance,all,6.180805206298828,0.5623839497566223,True,0.399014175096279
9,phase8_train_0001,23,no_target,dynamic_raw,late_mobile,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_raw,output_1x1,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_raw,trajectory_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_raw,score_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_raw,shared_head_trunk,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_raw,all,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_weighted,late_mobile,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_weighted,output_1x1,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_weighted,trajectory_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_weighted,score_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_weighted,shared_head_trunk,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,dynamic_weighted,all,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,score,late_mobile,3.748140335083008,0.19294168055057526,True,0.24196865522053956
9,phase8_train_0001,23,no_target,score,output_1x1,2.4724254608154297,0.08491969853639603,True,0.15961234383004586
9,phase8_train_0001,23,no_target,score,trajectory_output_branch,0.0,0.0,True,0.0
9,phase8_train_0001,23,no_target,score,score_output_branch,0.7186021208763123,0.2223397046327591,True,0.04639078937347689
9,phase8_train_0001,23,no_target,score,shared_head_trunk,3.7593491077423096,0.3069787621498108,True,0.24269225983631604
9,phase8_train_0001,23,no_target,score,all,5.900045871734619,0.3069787621498108,True,0.3808891977603888
9,phase8_train_0001,23,no_target,total,late_mobile,9.321398735046387,0.4738740921020508,True,0.601761437687381
9,phase8_train_0001,23,no_target,total,output_1x1,5.576175689697266,0.1619691103696823,True,0.35998111390875415
9,phase8_train_0001,23,no_target,total,trajectory_output_branch,6.735492706298828,1.6271538734436035,True,0.43482313005625134
9,phase8_train_0001,23,no_target,total,score_output_branch,0.7186021208763123,0.2223397046327591,True,0.04639078937347689
9,phase8_train_0001,23,no_target,total,shared_head_trunk,8.72241497039795,0.5162659883499146,True,0.5630928492478532
9,phase8_train_0001,23,no_target,total,all,15.490189552307129,1.6271538734436035,True,1.0
