sequence_id,frame_index,map_id,scenario,sample_category,candidate_id,predicted_score,dynamic_cost,static_cost,guidance_cost,minimum_distance,minimum_clearance,time_of_minimum_clearance,risk_rank,score_rank,selected_by_score
phase8_train_0002,3,0,crossing,visible_high_risk,8,3.0684316158294678,4.768138808231015e-07,2.492295026779175,0.9368719458580017,2.219022274017334,1.2303612232208252,0.6111111044883728,11,12,False
phase8_train_0002,3,0,crossing,visible_high_risk,9,1.3882826566696167,2.0061550287664431e-07,2.4994678497314453,0.7333379983901978,2.3133513927459717,1.324690341949463,0.6111111044883728,14,3,False
phase8_train_0002,3,0,crossing,visible_high_risk,10,0.9366599321365356,0.02930612862110138,2.859307289123535,0.7861543297767639,1.0979739427566528,0.046741366386413574,0.7777777314186096,3,0,True
phase8_train_0002,3,0,crossing,visible_high_risk,11,1.0292186737060547,0.021996527910232544,2.6016294956207275,0.877360999584198,1.1214780807495117,0.07024550437927246,0.7777777314186096,5,1,False
phase8_train_0002,3,0,crossing,visible_high_risk,12,1.9629080295562744,0.00249971984885633,2.403156280517578,0.9534188508987427,1.3856029510498047,0.33437037467956543,0.7777777314186096,6,10,False
phase8_train_0002,3,0,crossing,visible_high_risk,13,1.9114348888397217,5.489323939400492e-06,2.3729443550109863,0.908698558807373,1.9897754192352295,0.9807645082473755,0.6666666269302368,9,9,False
phase8_train_0002,3,0,crossing,visible_high_risk,14,1.3936231136322021,2.71859306621991e-07,2.288382053375244,0.6268770694732666,2.283296585083008,1.294635534286499,0.6111111044883728,12,4,False
phase8_train_0004,3,1,multi_target,multi_target,0,1.6823716163635254,0.9217258095741272,3.2709543704986572,0.9402194619178772,0.42262765765190125,-0.6331926584243774,0.8333333134651184,0,5,False
phase8_train_0004,3,1,multi_target,multi_target,1,2.6772942543029785,0.5679731369018555,2.539780616760254,0.8458287119865417,0.5208547711372375,-0.5303778052330017,0.7777777314186096,1,10,False
phase8_train_0004,3,1,multi_target,multi_target,2,3.39892840385437,0.3875907361507416,1.3933600187301636,1.0122487545013428,0.5857300758361816,-0.459269642829895,0.8888888955116272,2,12,False
phase8_train_0004,3,1,multi_target,multi_target,3,1.8233001232147217,0.0024603954516351223,1.831257939338684,0.6912810802459717,1.391567587852478,0.32423996925354004,0.9444444179534912,7,7,False
phase8_train_0004,3,1,multi_target,multi_target,4,1.4806385040283203,0.00019809218065347522,1.924551248550415,0.6875860691070557,1.6509419679641724,0.6059422492980957,0.8888888955116272,10,4,False
phase8_train_0004,3,1,multi_target,multi_target,5,1.7404764890670776,0.02995711751282215,2.67339825630188,0.860542893409729,1.0928452014923096,0.04161262512207031,0.7777777314186096,3,6,False
phase8_train_0004,3,1,multi_target,multi_target,6,3.529050827026367,0.0002348069247091189,3.064795970916748,1.014953374862671,1.6149667501449585,0.5850707292556763,0.7222222089767456,9,13,False
phase8_train_0004,3,1,multi_target,multi_target,7,4.315375804901123,0.0006424901075661182,3.176577091217041,0.9736943244934082,1.505821943283081,0.47592592239379883,0.7222222089767456,8,14,False
phase8_train_0004,3,1,multi_target,multi_target,8,2.802462339401245,2.6509387680562213e-06,2.621755599975586,0.9592393636703491,2.0893380641937256,1.0663855075836182,0.8333333134651184,14,11,False
phase8_train_0004,3,1,multi_target,multi_target,9,1.4451204538345337,5.207500180404168e-06,3.3489034175872803,0.7436670660972595,2.023266553878784,0.9782668352127075,0.8888888955116272,13,3,False
phase8_train_0004,3,1,multi_target,multi_target,10,0.9641799926757812,0.02851235307753086,2.73958683013916,0.787347137928009,1.1067677736282349,0.055535197257995605,0.7777777314186096,4,0,True
phase8_train_0004,3,1,multi_target,multi_target,11,1.2921624183654785,0.023181963711977005,2.6717004776000977,0.8764086365699768,1.115160584449768,0.06392800807952881,0.7777777314186096,5,1,False
phase8_train_0004,3,1,multi_target,multi_target,12,2.0026180744171143,0.002690657740458846,2.6584150791168213,0.9611325860023499,1.3807308673858643,0.329498291015625,0.7777777314186096,6,9,False
phase8_train_0004,3,1,multi_target,multi_target,13,1.837300419807434,0.00012840090494137257,2.7140121459960938,0.9001483917236328,1.6845221519470215,0.6395224332809448,0.8888888955116272,11,8,False
phase8_train_0004,3,1,multi_target,multi_target,14,1.3760114908218384,9.338217751064803e-06,3.2026779651641846,0.6412181258201599,1.9623507261276245,0.9173510074615479,0.8888888955116272,12,2,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,0,1.8612005710601807,0.17228303849697113,2.352344512939453,0.9682418704032898,0.8377775549888611,-0.25278884172439575,0.7777777314186096,0,9,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,1,2.4029436111450195,0.02120184525847435,1.8981997966766357,1.1168180704116821,1.1550681591033936,0.07403087615966797,0.7777777314186096,1,10,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,2,2.8128662109375,0.00026265872293151915,1.4090629816055298,1.1587532758712769,1.6332097053527832,0.5646289587020874,0.7222222089767456,5,12,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,3,1.8556787967681885,5.962965587968938e-07,1.8212518692016602,1.0126280784606934,2.2276055812835693,1.2019251585006714,0.6111111044883728,9,8,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,4,1.4239959716796875,4.8795619989050465e-08,1.814942717552185,0.7523209452629089,2.47515606880188,1.4702608585357666,0.555555522441864,14,2,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,5,1.793739676475525,0.003580047283321619,2.759812593460083,0.8807709813117981,1.3711390495300293,0.28057265281677246,0.7777777314186096,3,6,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,6,2.857177495956421,2.405055784038268e-05,2.9197046756744385,1.0710736513137817,1.8828659057617188,0.8205380439758301,0.7222222089767456,7,13,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,7,3.9895308017730713,6.9611091930710245e-06,2.8677000999450684,1.1021082401275635,1.9905012845993042,0.9435685873031616,0.6666666269302368,8,14,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,8,2.404923677444458,3.2429397833766416e-07,2.822000741958618,1.042879581451416,2.291656255722046,1.265975832939148,0.6111111044883728,11,11,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,9,1.568801760673523,6.878129710230496e-08,2.530571937561035,0.8122683167457581,2.4514963626861572,1.432305932044983,0.6111111044883728,12,3,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,10,1.0259634256362915,0.005671231541782618,2.7688558101654053,0.8083259463310242,1.3219590187072754,0.23139262199401855,0.7777777314186096,2,0,True
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,11,1.1368458271026611,0.000845352013129741,2.5454819202423096,0.9523573517799377,1.5322104692459106,0.4449664354324341,0.7777777314186096,4,1,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,12,1.8373043537139893,4.866961171501316e-05,2.419674873352051,0.9927648305892944,1.81088387966156,0.7423031330108643,0.7222222089767456,6,7,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,13,1.690439224243164,4.7365719524350425e-07,2.683096408843994,0.9439254403114319,2.266900062561035,1.231053113937378,0.6666666269302368,10,5,False
phase8_train_0007,5,1,crossing_occlusion,occluded_but_tracked,14,1.5726982355117798,5.519290269262456e-08,3.269969940185547,0.690639853477478,2.473527431488037,1.4573553800582886,0.6111111044883728,13,4,False
